date,price_€/MWh
2025-05-24 00:00:00,57.30445896515924
2025-05-24 01:00:00,56.53673276278378
2025-05-24 02:00:00,31.808926696016236
2025-05-24 03:00:00,58.80302495631199
2025-05-24 04:00:00,31.570776501735295
2025-05-24 05:00:00,32.690505444762515
2025-05-24 06:00:00,36.090945833774455
2025-05-24 07:00:00,31.40050505037796
2025-05-24 08:00:00,58.84889619672563
2025-05-24 09:00:00,57.59589899603838
2025-05-24 10:00:00,34.987826866729804
2025-05-24 11:00:00,47.281881017972815
2025-05-24 12:00:00,54.188651258417735
2025-05-24 13:00:00,50.238980488607
2025-05-24 14:00:00,57.76610659856966
2025-05-24 15:00:00,41.7416683602804
2025-05-24 16:00:00,58.807317971230546
2025-05-24 17:00:00,46.374856222770454
2025-05-24 18:00:00,50.447513480166876
2025-05-24 19:00:00,67.47900666556004
2025-05-24 20:00:00,65.01211378337902
2025-05-24 21:00:00,53.64906880326236
2025-05-24 22:00:00,58.68933262623634
2025-05-24 23:00:00,33.49090797576278
