date,price_€/MWh,source
2025-05-26 00:00:00,41.560967152547825,mock
2025-05-26 01:00:00,58.16425012076257,mock
2025-05-26 02:00:00,34.46957445785605,mock
2025-05-26 03:00:00,37.718883870779976,mock
2025-05-26 04:00:00,68.7763942579972,mock
2025-05-26 05:00:00,34.59141272024085,mock
2025-05-26 06:00:00,36.177714957489876,mock
2025-05-26 07:00:00,35.869130594636616,mock
2025-05-26 08:00:00,34.46868804159719,mock
2025-05-26 09:00:00,58.851031093029285,mock
2025-05-26 10:00:00,59.7678741447452,mock
2025-05-26 11:00:00,68.45023281313965,mock
2025-05-26 12:00:00,64.03662544294772,mock
2025-05-26 13:00:00,69.98826553573082,mock
2025-05-26 14:00:00,32.19753411671542,mock
2025-05-26 15:00:00,49.12577219128026,mock
2025-05-26 16:00:00,35.32428989647635,mock
2025-05-26 17:00:00,58.60411530091656,mock
2025-05-26 18:00:00,47.43356124235065,mock
2025-05-26 19:00:00,32.27726850114287,mock
2025-05-26 20:00:00,68.79781731775657,mock
2025-05-26 21:00:00,58.94429586481226,mock
2025-05-26 22:00:00,37.176430964165625,mock
2025-05-26 23:00:00,42.62125086170902,mock
